name,scientific name,size,difficulty,min. Tank size,specific gravity,PH,temperature,water hardness,stocking ratio,diet,life span,origin,family
Blue-Eyed Red Fin Pleco (,Hypostomus soniae,"25.4-27.9cm (10-11  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","5.6 - 7.0
","23.9-27.8°C (75 -82  °F)
","2-20 °d
","1:1 M:F
",Omnivore,"5-8 years
",South America,"Loricariidae
"
Wessel's Cichlid,,,,,,,,,,,,,
Flame Tetra (,Hyphessobrycon flammeus,"5.1-7.6cm (2-3  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","5.5 - 7.3
","22.8-27.8°C (73 -82  °F)
","3-12 °d
","1:2 M:F
",Omnivore,"4-5 years
",South America,"Characidae
"
Hovering Zebra Loach (,Yunnanilus cruciatus,"3-3.5  cm (1.2-1.4"")
",Moderate,"95 Litres (25   US G.)
","Freshwater  
","6.0 - 7.0
","25-27.8°C (77 -82  °F)
","2-12 °d
","1:1 M:F
",Carnivore,"2-5 years
",Asia,"Balitoridae
"
West Australian Pygmy Perch,,,,,,,,,,,,,
Werner's Panchax,,,,,,,,,,,,,
Tanganyikan Catfish,,,,,,,,,,,,,
Vietnamese Minnow (,Tanichthys micagemmae,"1.3-2.5cm (0.5-1  "")
",Moderate,"38 Litres (10   US G.)
","Freshwater  
","6.5 - 7.2
","18 -23  °C (64.4-73.4°F)
","6-16 °d
","1:2 M:F
",Omnivore,"3-5 years
",Vietnam,"Cyprinidae
"
Weather Loach,,,,,,,,,,,,,
Wels Catfish,,,,,,,,,,,,,
Warmouth,,,,,,,,,,,,,
Tail Bar Hoplo,,,,,,,,,,,,,
WCMM,,,,,,,,,,,,,
Walker's Killifish,,,,,,,,,,,,,
Wallago Catfish,,,,,,,,,,,,,
Tail Bar Armoured Catfish,,,,,,,,,,,,,
Category:Sharks (Freshwater),,,,,,,,,,,,,
Vulture Catfish,,,,,,,,,,,,,
Walking Tetra,,,,,,,,,,,,,
Vulturosa Cichlid,,,,,,,,,,,,,
Striped African Darter,,,,,,,,,,,,,
Nile Perch (,Lates niloticus,"152.4-198.1cm (60-78  "")
",Challenging,"3785 Litres (1000   US G.)
","Freshwater  
","7.0 - 8.5
","22.2-27.8°C (72 -82  °F)
","10-30 °d
","1:1 M:F
",Carnivore,"5-25 years
",Africa,"Latidae
"
Vietnamese Multi Banded Zebra Loach,,,,,,,,,,,,,
Violet-Line Piranha,,,,,,,,,,,,,
Vermiculate River Stingray (,Potamotrygon castexi,"55-60  cm (21.7-23.6"")
",Moderate,"946 Litres (250   US G.)
","Freshwater  
","6.5 - 7.2
","23 -28  °C (73.4-82.4°F)
","6-16 °d
","1:1 M:F
",Carnivore,"8-12 years
",South America,"Potamotrygonidae
"
Oscar (,Astronotus ocellatus,"25.4-40.6cm (10-16  "")
",Moderate,"284 Litres (75   US G.)
","Freshwater  
","6.2 - 7.5
","22.2-25°C (72 -77  °F)
","6-10 °d
","1:1 M:F
",Piscivore,"6-12 years
",South America,"Cichlidae
"
Von Rio Tetra,,,,,,,,,,,,,
Violet Pleco,,,,,,,,,,,,,
Harlequin Shark (,Labeo cyclorhynchus,"14-16  cm (5.5-6.3"")
",Moderate,"132 Litres (35   US G.)
","Freshwater  
","7.0 - 7.5
","21 -27  °C (69.8-80.6°F)
","8-18 °d
","1:2 M:F
",Omnivore,"5-8 years
",Asia,"Cyprinidae
"
Bristlenose Catfish (,Ancistrus sp.,"12.7-15.2cm (5-6  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","5.8 - 7.5
","21.1-26.1°C (70 -79  °F)
","6-13 °d
","1:1 M:F
",,"
",,
Vampire Tetra (,Hydrolycus scomberoides,"63.5-76.2cm (25-30  "")
",Challenging,"946 Litres (250   US G.)
","Freshwater  
","6.0 - 8.0
","23.9-27.8°C (75 -82  °F)
","8-15 °d
","1:2 M:F
",Carnivore,"5-12 years
",South America,"Cynodontidae
"
Category:Habitat Vietnam - Fish,,,,,,,,,,,,,
Vampire Pleco (,Leporacanthicus galaxias,"20.3-25.4cm (8-10  "")
",Moderate,"170 Litres (45   US G.)
","Freshwater  
","5.6 - 7.0
","22 -26  °C (71.6-78.8°F)
","6-16 °d
","1:1 M:F
",Omnivore,"5-8 years
",South America,"Loricariidae
"
Vampire Tetra (,Hydrolycus scomberoides,"63.5-76.2cm (25-30  "")
",Challenging,"946 Litres (250   US G.)
","Freshwater  
","6.0 - 8.0
","23.9-27.8°C (75 -82  °F)
","8-15 °d
","1:2 M:F
",Carnivore,"5-12 years
",South America,"Cynodontidae
"
Vampire Tetra (,Hydrolycus scomberoides,"63.5-76.2cm (25-30  "")
",Challenging,"946 Litres (250   US G.)
","Freshwater  
","6.0 - 8.0
","23.9-27.8°C (75 -82  °F)
","8-15 °d
","1:2 M:F
",Carnivore,"5-12 years
",South America,"Cynodontidae
"
Vietnamese Minnow,,,,,,,,,,,,,
Freshwater Shark,,,,,,,,,,,,,
Red Tailed Shark (,Epalzeorhynchus bicolor,"10-12  cm (3.9-4.7"")
",Moderate,"150   Litres (39.6)
","Freshwater  
","6.5 - 7.5
","22 -26  °C (71.6-78.8°F)
","8-15 °d
","1:1 M:F
",Omnivore,"10-15 years
",Asia,"Cyprinidae
"
Ocellated Loach (,Acanthocobitis urophthalmus,"3-4  cm (1.2-1.6"")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","3 - 7
","22 -28  °C (71.6-82.4°F)
","6-10 °d
","1:2 M:F
",Carnivore,"2-3 years
",Asia,"Nemacheilidae
"
Usamacinta Buffalo (,Ictiobus meridionalis,"61-88.9cm (24-35  "")
",Moderate,"568 Litres (150   US G.)
","Freshwater  
","6.5 - 7.5
","22 -28  °C (71.6-82.4°F)
","8-15 °d
","1:1 M:F
",Omnivore,"8-15 years
",Central America,"Catostomidae
"
Bala Shark (,Balantiocheilos melanopterus,"30-34  cm (11.8-13.4"")
",Moderate,"341 Litres (90   US G.)
","Freshwater  
","7.0 - 7.5
","22 -28  °C (71.6-82.4°F)
","8-15 °d
","1:2 M:F
",Omnivore,"5-10 years
",Asia,"Cyprinidae
"
Victoria Perch,,,,,,,,,,,,,
Red Tailed Shark (,Epalzeorhynchus bicolor,"10-12  cm (3.9-4.7"")
",Moderate,"150   Litres (39.6)
","Freshwater  
","6.5 - 7.5
","22 -26  °C (71.6-78.8°F)
","8-15 °d
","1:1 M:F
",Omnivore,"10-15 years
",Asia,"Cyprinidae
"
Upside-Down Catfish (,Synodontis nigriventris,"7.6-10.2cm (3-4  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.0 - 7.5
","22 -28  °C (71.6-82.4°F)
","8-18 °d
","1:2 M:F
",Omnivore,"5-8 years
",Africa,"Mochokidae
"
Upside-Down Catfish (,Synodontis nigriventris,"7.6-10.2cm (3-4  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.0 - 7.5
","22 -28  °C (71.6-82.4°F)
","8-18 °d
","1:2 M:F
",Omnivore,"5-8 years
",Africa,"Mochokidae
"
Vermiculate River Stingray,,,,,,,,,,,,,
Velvet Cichlid,,,,,,,,,,,,,
Category:Bichirs,,,,,,,,,,,,,
Variegated Shark,,,,,,,,,,,,,
Bony Snouted Gudgeon (,Butis butis,"12-15  cm (4.7-5.9"")
",Challenging,"95 Litres (25   US G.)
", - ,"7.0 - 8.0
","22 -28  °C (71.6-82.4°F)
","9-19 °d
","1:1 M:F
",Carnivore,"8-12 years
",Indo-Pacific,"Eleotridae
"
L201 (,"Hypancistrus sp ""L201""","10.2-11.9cm (4-4.7  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","5.8 - 7.5
","25 -29  °C (77-84.2°F)
","6-16 °d
","1:1 M:F
",Carnivore,"5-8 years
",South America,"Loricariidae
"
Fly-Speckled Hardyhead (,Craterocephalus stercusmuscarum,"7.6-10.2cm (3-4  "")
",Challenging,"132 Litres (35   US G.)
","Freshwater  
","6.0 - 6.5
","20 -25  °C (68-77°F)
","5-10 °d
","1:2 M:F
",Omnivore,"3-5 years
",Australia,"Atherinidae
"
Vietnam,,,,,,,,,,,,,
Vampire Tetra,,,,,,,,,,,,,
Vampire Pleco,,,,,,,,,,,,,
Veiltail Bristlenose,,,,,,,,,,,,,
Vampire Piranha,,,,,,,,,,,,,
Ucayali Tetra (,Hyphessobrycon frankei,"2.5-4.6cm (1-1.8  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","3.5 - 5.5
","22.8-27.8°C (73 -82  °F)
","4-8 °d
","1:2 M:F
",Omnivore,"2-5 years
",South America,"Characidae
"
Red Tailed Black Shark,,,,,,,,,,,,,
Vampire Fish,,,,,,,,,,,,,
Tricolor Shark,,,,,,,,,,,,,
Uaru (,Uaru amphiacanthoides,"20.3-25.4cm (8-10  "")
",Moderate,"246 Litres (65   US G.)
","Freshwater  
","5.0 - 7.0
","26 -28  °C (78.8-82.4°F)
","5-12 °d
","1:1 M:F
",Omnivore,"8-12 years
",South America,"Cichlidae
"
Usamacinta Buffalo,,,,,,,,,,,,,
Red Tailed Shark,,,,,,,,,,,,,
Upside-Down Catfish,,,,,,,,,,,,,
Two Spot Astyanax (,Astyanax bimaculatus,"12.7-15.2cm (5-6  "")
",Moderate,"170 Litres (45   US G.)
","Freshwater  
","5.5 - 7.5
","20 -28  °C (68-82.4°F)
","5-25 °d
","1:2 M:F
",Omnivore,"5-12 years
",Africa,"Characidae
"
Mystus nigriceps,,,,,,,,,,,,,
Vairan Ehirava,,,,,,,,,,,,,
Bichirs,,,,,,,,,,,,,
Upside Down Catfish,,,,,,,,,,,,,
Unspecked Hardyhead,,,,,,,,,,,,,
L201 (,"Hypancistrus sp ""L201""","10.2-11.9cm (4-4.7  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","5.8 - 7.5
","25 -29  °C (77-84.2°F)
","6-16 °d
","1:1 M:F
",Carnivore,"5-8 years
",South America,"Loricariidae
"
Mystus nigriceps,,,,,,,,,,,,,
Unset Orinoco Angel Pleco,,,,,,,,,,,,,
Two-Spot Cichlid (,Cichlasoma bimaculatum,"10.2-12.7cm (4-5  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","6.5 - 7.0
","16 -24  °C (60.8-75.2°F)
","3-10 °d
","1:2 M:F
",Carnivore,"5-8 years
",South America,"Cichlidae
"
Two-Rayed Banjo Catfish (,Amaralia hypsiura,"13-14  cm (5.1-5.5"")
",Moderate,"95 Litres (25   US G.)
","Freshwater  
","6.5 - 7.5
","21.7-23.9°C (71 -75  °F)
","6-10 °d
","1:1 M:F
",Omnivore,"5-8 years
",South America,"Aspredinidae
"
Jewel Cichlid (,Hemichromis bimaculatus,"13-14  cm (5.1-5.5"")
",Moderate,"170 Litres (45   US G.)
","Freshwater  
","6.5 - 7.5
","21 -23  °C (69.8-73.4°F)
","4-16 °d
","1:2 M:F
",Omnivore,"5-8 years
",Africa,"Cichlidae
"
Red Spotted Cichlid (,Vieja bifasciata,"24.9-30cm (9.8-11.8  "")
",Moderate,"284 Litres (75   US G.)
","Freshwater  
","6.5 - 7.2
","26 -30  °C (78.8-86°F)
","6-16 °d
","1:1 M:F
",Omnivore,"5-8 years
",Central America,"Cichlidae
"
Ucayali Tetra,,,,,,,,,,,,,
Two-Banded Cichlid (,Telmatochromis bifrenatus,"8-9  cm (3.1-3.5"")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","8.5 - 9.5
","24 -26  °C (75.2-78.8°F)
","10-15 °d
","1:1 M:F
",Omnivore,"5-8 years
",Lake Tanganyika,"Cichlidae
"
Two Spot Catfish (,Mystus bimaculatus,"5.1-6.1cm (2-2.4  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","4.0 - 6.5
","23.3-27.8°C (74 -82  °F)
","0-5 °d
","1:1 M:F
",Omnivore,"3-8 years
",Asia,"Bagridae
"
Upside Down Sleeper,,,,,,,,,,,,,
Two Spot Astyanax (,Astyanax bimaculatus,"12.7-15.2cm (5-6  "")
",Moderate,"170 Litres (45   US G.)
","Freshwater  
","5.5 - 7.5
","20 -28  °C (68-82.4°F)
","5-25 °d
","1:2 M:F
",Omnivore,"5-12 years
",Africa,"Characidae
"
Two Point Tetra (,Alestes bimaculatus,"12-14  cm (4.7-5.5"")
",Moderate,"170 Litres (45   US G.)
","Freshwater  
","7.2 - 7.8
","22 -28  °C (71.6-82.4°F)
","6-15 °d
","1:2 M:F
",Carnivore,"3-5 years
",Africa,"Alestidae
"
Uaru,,,,,,,,,,,,,
Twospot Astyanax,,,,,,,,,,,,,
Twospot Catfish,,,,,,,,,,,,,
Twelve-Banded Chinese Loach (,Sinibotia pulchra,"8-8.8  cm (3.1-3.5"")
",Moderate,"132 Litres (35   US G.)
","Freshwater  
","7.0 - 8.0
","22 -26  °C (71.6-78.8°F)
","6-12 °d
","1:1 M:F
",Omnivore,"5-8 years
",Asia,"Cobitidae
"
Ladder Loach (,Botia rostrata,"15.2-20.3cm (6-8  "")
",Moderate,"95 Litres (25   US G.)
","Freshwater  
","3 - 7
","24.4-27.8°C (76 -82  °F)
","10-12 °d
","1:2 M:F
",Omnivore,"5-8 years
",Asia,"Cobitidae
"
Yellow Acara (,Aequidens metae,"10.2-12.7cm (4-5  "")
",Moderate,"170 Litres (45   US G.)
","Freshwater  
","5.0 - 6.0
","24 -30  °C (75.2-86°F)
","0-4 °d
","1:1 M:F
",Omnivore,"5-8 years
",South America,"Cichlidae
"
L201,,,,,,,,,,,,,
Two-Spot Pink Bagrid,,,,,,,,,,,,,
Dolphin Catfish (,Oxydoras niger,"95-100  cm (37.4-39.4"")
",Challenging,"757 Litres (200   US G.)
","Freshwater  
","6.0 - 7.8
","20.6-23.9°C (69 -75  °F)
","10-25 °d
","1:1 M:F
",Omnivore,"8-12 years
",South America,"Doradidae
"
Two-Spot Cichlid,,,,,,,,,,,,,
Turquoise Severum (,Heros efasciatus,"17.8-25.4cm (7-10  "")
",Moderate,"170 Litres (45   US G.)
","Freshwater  
","5.0 - 7.0
","23 -29  °C (73.4-84.2°F)
","0-6 °d
","1:1 M:F
",Omnivore,"2-10 years
",South America,"Cichlidae
"
Tucan Fish (,Chalceus erythrurus,"17.8-20.3cm (7-8  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","6.8 - 7.5
","22.2-25.6°C (72 -78  °F)
","6-10 °d
","1:2 M:F
",Omnivore,"3-8 years
",South America,"Characidae
"
Umbee (,Caquetaia umbrifera,"45.7-61cm (18-24  "")
",Challenging,"946 Litres (250   US G.)
","Freshwater  
","7.0 - 7.9
","19 -28  °C (66.2-82.4°F)
","1-5 °d
","1:2 M:F
",Carnivore,"5-12 years
",South America,"Cichlidae
"
True Red Congo Tetra (,Micralestes stormsi,"9-10  cm (3.5-3.9"")
",Moderate,"95 Litres (25   US G.)
","Freshwater  
","6.0 - 7.6
","22 -26  °C (71.6-78.8°F)
","18-25 °d
","1:2 M:F
",Omnivore,"3-5 years
",Africa,"Alestidae
"
Two-Rayed Banjo Catfish,,,,,,,,,,,,,
Spangled Jewel Perch (,Leiopotherapon unicolor,"25-31  cm (9.8-12.2"")
",Easy,"246 Litres (65   US G.)
", - ,"4.0 - 8.6
","15 -30  °C (59-86°F)
","6-20 °d
","1:1 M:F
",Omnivore,"1-5 years
",Australia,"Terapontidae
"
Two-Banded Cichlid,,,,,,,,,,,,,
Two Spot Catfish,,,,,,,,,,,,,
Twoband Cichlid,,,,,,,,,,,,,
Two-Spot Jewel Cichlid,,,,,,,,,,,,,
Spangled Jewel Perch (,Leiopotherapon unicolor,"25-31  cm (9.8-12.2"")
",Easy,"246 Litres (65   US G.)
", - ,"4.0 - 8.6
","15 -30  °C (59-86°F)
","6-20 °d
","1:1 M:F
",Omnivore,"1-5 years
",Australia,"Terapontidae
"
Trout Cichlid (,Champsochromis caeruleus,"30-33  cm (11.8-13"")
",Challenging,"681 Litres (180   US G.)
","Freshwater  
","7.5 - 8.3
","24 -26  °C (75.2-78.8°F)
","5-30 °d
","1:1 M:F
",Omnivore,"5-8 years
",Lake Malawi,"Cichlidae
"
Two Spot Astyanax,,,,,,,,,,,,,
Two Point Tetra,,,,,,,,,,,,,
Twin Spot Flag Cichlid,,,,,,,,,,,,,
Twin-banded Loach,,,,,,,,,,,,,
Twelve-Banded Chinese Loach,,,,,,,,,,,,,
Tropical Gar (,Atractosteus tropicus,"110-125  cm (43.3-49.2"")
",Challenging,"1325 Litres (350   US G.)
","Freshwater  
","6.5 - 7.5
","23 -25  °C (73.4-77°F)
","6-16 °d
","2:3 M:F
",Carnivore,"12-25 years
",Central America,"Lepisosteidae
"
Golden Tropheops (,Pseudotropheus tropheops,"12.7-15.2cm (5-6  "")
",Easy,"170 Litres (45   US G.)
","Freshwater  
","8.0 - 8.5
","24 -26  °C (75.2-78.8°F)
","10-20 °d
","1:2 M:F
",Herbivore,"2-5 years
",Lake Malawi,"Cichlidae
"
Tucan Fish,,,,,,,,,,,,,
Triradiatus Bristlenose Pleco (,Ancistrus triradiatus,"10.2-12.7cm (4-5  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.6 - 7.6
","24 -28  °C (75.2-82.4°F)
","5-19 °d
","1:1 M:F
",Omnivore,"5-8 years
",South America,"Loricariidae
"
Trimac Cichlid (,Amphilophus trimaculatum,"27.9-38.1cm (11-15  "")
",Moderate,"284 Litres (75   US G.)
","Freshwater  
","6.5 - 7.5
","21 -30  °C (69.8-86°F)
","6-16 °d
","1:2 M:F
",Carnivore,"8-12 years
",Central America,"Cichlidae
"
Turquiose Cichlid,,,,,,,,,,,,,
True Red Congo Tetra,,,,,,,,,,,,,
Turushuki Catfish,,,,,,,,,,,,,
Turquoise Severum,,,,,,,,,,,,,
Trout Perch,,,,,,,,,,,,,
Bala Shark (,Balantiocheilos melanopterus,"30-34  cm (11.8-13.4"")
",Moderate,"341 Litres (90   US G.)
","Freshwater  
","7.0 - 7.5
","22 -28  °C (71.6-82.4°F)
","8-15 °d
","1:2 M:F
",Omnivore,"5-10 years
",Asia,"Cyprinidae
"
Sumo Loach (,Schistura balteata,"7.6-10.2cm (3-4  "")
",Moderate,"95 Litres (25   US G.)
","Freshwater  
","6.0 - 7.5
","23 -26  °C (73.4-78.8°F)
","5-12 °d
","1:1 M:F
",Carnivore,"3-5 years
",Asia,"Nemacheilidae
"
Salvini Cichlid (,Cichlasoma salvini,"20.1-22.1cm (7.9-8.7  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","7.0 - 8.0
","22 -32  °C (71.6-89.6°F)
","5-20 °d
","1:2 M:F
",Carnivore,"5-8 years
",Central America,"Cichlidae
"
Trewavas' Mbuna (,Labeotropheus trewavasae,"9-11  cm (3.5-4.3"")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","7.5 - 8.5
","21 -24  °C (69.8-75.2°F)
","10-30 °d
","1:3 M:F
",Omnivore,"3-8 years
",Lake Malawi,"Cichlidae
"
Bala Shark (,Balantiocheilos melanopterus,"30-34  cm (11.8-13.4"")
",Moderate,"341 Litres (90   US G.)
","Freshwater  
","7.0 - 7.5
","22 -28  °C (71.6-82.4°F)
","8-15 °d
","1:2 M:F
",Omnivore,"5-10 years
",Asia,"Cyprinidae
"
Trout Cichlid,,,,,,,,,,,,,
Trout Cod,,,,,,,,,,,,,
Wallago Catfish (,Wallago attu,"177.8-203.2cm (70-80  "")
",Difficult,"3785 Litres (1000   US G.)
", - ,"6.0 - 7.6
","18.9-28.9°C (66 -84  °F)
","2-20 °d
","1:1 M:F
",Carnivore,"8-10 years
",Asia,"Siluridae
"
Tropheops,,,,,,,,,,,,,
Tropical Gar,,,,,,,,,,,,,
Trewava's Neolebias (,Neolebias trewavasae,"3.5-4  cm (1.4-1.6"")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.5 - 7.0
","24 -28  °C (75.2-82.4°F)
","10-12 °d
","1:2 M:F
",Omnivore,"5-8 years
",Africa,"Distichodontidae
"
Five-Bar Cichlid (,Neolamprologus tretocephalus,"12-15  cm (4.7-5.9"")
",Moderate,"132 Litres (35   US G.)
","Freshwater  
","7.6 - 8.0
","24 -26  °C (75.2-78.8°F)
","8-12 °d
","1:2 M:F
",Omnivore,"5-8 years
",Lake Tanganyika,"Cichlidae
"
Tiger Tetra (,Hoplias malabaricus,"40-48  cm (15.7-18.9"")
",Moderate,"284 Litres (75   US G.)
","Freshwater  
","6.0 - 8.0
","20 -26  °C (68-78.8°F)
","4-25 °d
","1:1 M:F
",Carnivore,"8-12 years
",South America,"Erythrinidae
"
Vermiculate River Stingray (,Potamotrygon castexi,"55-60  cm (21.7-23.6"")
",Moderate,"946 Litres (250   US G.)
","Freshwater  
","6.5 - 7.2
","23 -28  °C (73.4-82.4°F)
","6-16 °d
","1:1 M:F
",Carnivore,"8-12 years
",South America,"Potamotrygonidae
"
Topaz Cichlid (,Archocentrus myrnae,"7.6-10.2cm (3-4  "")
",Moderate,"110 Litres (29   US G.)
","Freshwater  
","7.0 - 8.5
","23 -26  °C (73.4-78.8°F)
","5-20 °d
","1:1 M:F
",Omnivore,"5-10 years
",South America,"Cichlidae
"
Topaz Cichlid (,Archocentrus myrnae,"7.6-10.2cm (3-4  "")
",Moderate,"110 Litres (29   US G.)
","Freshwater  
","7.0 - 8.5
","23 -26  °C (73.4-78.8°F)
","5-20 °d
","1:1 M:F
",Omnivore,"5-10 years
",South America,"Cichlidae
"
Trimac Cichlid,,,,,,,,,,,,,
BBS,,,,,,,,,,,,,
Fire Stingray (,Potamotrygon henlei,"40-45  cm (15.7-17.7"")
",Moderate,"946 Litres (250   US G.)
","Freshwater  
","5.8 - 7.2
","23 -28  °C (73.4-82.4°F)
","4-15 °d
","1:1 M:F
",Carnivore,"8-12 years
",South America,"Potamotrygonidae
"
Tocantins Pimelodus (,Aguarunichthys tocantinsensis,"25.4-31.8cm (10-12.5  "")
",Moderate,"284 Litres (75   US G.)
","Freshwater  
","6.0 - 7.0
","23.9-25.6°C (75 -78  °F)
","5-12 °d
","1:1 M:F
",Carnivore,"5-10 years
",South America,"Pimelodidae
"
Triradiatus Bristlenose Pleco,,,,,,,,,,,,,
Toae Cichlid (,Neolamprologus toae,"10-12  cm (3.9-4.7"")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","7.8 - 8.2
","23 -25  °C (73.4-77°F)
","8-18 °d
","1:2 M:F
",Omnivore,"5-8 years
",Lake Tanganyika,"Cichlidae
"
Tricolour Cichlid,,,,,,,,,,,,,
Tricolor Sharkminnow,,,,,,,,,,,,,
Titanicus Pleco (,"Pseudacanthicus sp ""L273""","25.4-30.5cm (10-12  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","6.0 - 7.0
","23 -28  °C (73.4-82.4°F)
","2-15 °d
","1:1 M:F
",Omnivore,"5-10 years
",South America,"Loricariidae
"
Tire Track Eel (,Mastacembelus armatus,"80-90  cm (31.5-35.4"")
",Moderate,"208 Litres (55   US G.)
", - ,"6.5 - 7.5
","22 -28  °C (71.6-82.4°F)
","5-15 °d
","1:2 M:F
",Omnivore,"8-18 years
",Asia,"Mastacembelidae
"
Trey Sanday,,,,,,,,,,,,,
Tri-Color Shark,,,,,,,,,,,,,
Tri-Band Sumo Loach,,,,,,,,,,,,,
Trewavas' Mbuna,,,,,,,,,,,,,
Vermiculate River Stingray (,Potamotrygon castexi,"55-60  cm (21.7-23.6"")
",Moderate,"946 Litres (250   US G.)
","Freshwater  
","6.5 - 7.2
","23 -28  °C (73.4-82.4°F)
","6-16 °d
","1:1 M:F
",Carnivore,"8-12 years
",South America,"Potamotrygonidae
"
Trewava's Neolebias,,,,,,,,,,,,,
Vermiculate River Stingray (,Potamotrygon castexi,"55-60  cm (21.7-23.6"")
",Moderate,"946 Litres (250   US G.)
","Freshwater  
","6.5 - 7.2
","23 -28  °C (73.4-82.4°F)
","6-16 °d
","1:1 M:F
",Carnivore,"8-12 years
",South America,"Potamotrygonidae
"
Tretocephalus Cichlid,,,,,,,,,,,,,
Topaz Cichlid,,,,,,,,,,,,,
Tortoise Ray,,,,,,,,,,,,,
Trahira,,,,,,,,,,,,,
Bbs,,,,,,,,,,,,,
Topaz Convict,,,,,,,,,,,,,
Zebra Shovelnose (,Brachyplatystoma tigrinum,"48.3-61cm (19-24  "")
",Moderate,"946 Litres (250   US G.)
","Freshwater  
","6.8 - 7.6
","23.9-27.8°C (75 -82  °F)
","6-16 °d
","1:1 M:F
",Carnivore,"8-18 years
",South America,"Pimelodidae
"
Tiger Tetra (,Hoplias malabaricus,"40-48  cm (15.7-18.9"")
",Moderate,"284 Litres (75   US G.)
","Freshwater  
","6.0 - 8.0
","20 -26  °C (68-78.8°F)
","4-25 °d
","1:1 M:F
",Carnivore,"8-12 years
",South America,"Erythrinidae
"
Toae Cichlid,,,,,,,,,,,,,
Tocantins Pimelodus,,,,,,,,,,,,,
Tocantins River Ray,,,,,,,,,,,,,
Tiger Ray (,Potamotrygon falkneri,"40-47  cm (15.7-18.5"")
",Moderate,"1325 Litres (350   US G.)
","Freshwater  
","6.5 - 7.5
","19 -23  °C (66.2-73.4°F)
","8-18 °d
","1:1 M:F
",Carnivore,"8-15 years
",South America,"Potamotrygonidae
"
Titanicus Pleco (,"Pseudacanthicus sp ""L273""","25.4-30.5cm (10-12  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","6.0 - 7.0
","23 -28  °C (73.4-82.4°F)
","2-15 °d
","1:1 M:F
",Omnivore,"5-10 years
",South America,"Loricariidae
"
Tiger Shovelnose (,Pseudoplatystoma tigrinum,"100-130  cm (39.4-51.2"")
",Moderate,"1136 Litres (300   US G.)
","Freshwater  
","6.2 - 7.2
","22 -26  °C (71.6-78.8°F)
","10-20 °d
","1:1 M:F
",Carnivore,"10-25 years
",South America,"Pimelodidae
"
Titanicus Pleco,,,,,,,,,,,,,
Tire Track Eel,,,,,,,,,,,,,
Tigrinus Ray,,,,,,,,,,,,,
Oscar (,Astronotus ocellatus,"25.4-40.6cm (10-16  "")
",Moderate,"284 Litres (75   US G.)
","Freshwater  
","6.2 - 7.5
","22.2-25°C (72 -77  °F)
","6-10 °d
","1:1 M:F
",Piscivore,"6-12 years
",South America,"Cichlidae
"
Tiger Knifefish (,Gymnotus tigre,"40.6-45.7cm (16-18  "")
",Moderate,"341 Litres (90   US G.)
","Freshwater  
","6.5 - 7.2
","23.9-26.7°C (75 -80  °F)
","6-16 °d
","1:1 M:F
",Carnivore,"5-15 years
",South America,"Gymnotidae
"
Three-Lined Pimelodid (,Pimelodus albofasciatus,"20-25  cm (7.9-9.8"")
",Moderate,"322 Litres (85   US G.)
","Freshwater  
","6.5 - 7.5
","22 -25  °C (71.6-77°F)
","8-12 °d
","1:1 M:F
",Omnivore,"5-8 years
",South America,"Pimelodidae
"
Opaline Gourami (,Trichogaster trichopterus,"9-15  cm (3.5-5.9"")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 8.0
","22 -28  °C (71.6-82.4°F)
","5-19 °d
","1:2 M:F
",Carnivore,"5-8 years
",Asia,"Osphronemidae
"
Tigrillo Ray,,,,,,,,,,,,,
Tiger Characin (,Hydrocynus vittatus,"100-110  cm (39.4-43.3"")
",Challenging,"568 Litres (150   US G.)
","Freshwater  
","6.5 - 7.5
","22 -28  °C (71.6-82.4°F)
","8-15 °d
","1:2 M:F
",Carnivore,"5-8 years
",Africa,"Alestidae
"
Three Spot Eartheater (,Satanoperca daemon,"15.2-17.8cm (6-7  "")
",Challenging,"170 Litres (45   US G.)
","Freshwater  
","6.0 - 7.0
","27 -30  °C (80.6-86°F)
","5-10 °d
","1:1 M:F
",Omnivore,"5-8 years
",South America,"Cichlidae
"
